#########################################################################
# N.B.: line starting with # is omitted
#
# Content: 
# --------
# Differential production for 1H-BAR (anti-protons) from 4He CR
#   4He(Ekn) + H,He -> 1H-BAR(Ekn') + X
#
# Source: 
# -------
#	 - for 1H+H: Donato et al., ApJ 563, 172 (2001) usin Tan & Ng, Phys.Rev.D 26, 1179 (1982) parameterisation (fitted on data)
#	 - for 1H+He: Donato et al., ApJ 563, 172 (2001) using DTUNUC code (http://sroesler.home.cern.ch/sroesler)
#
# Format: USINE.V3 X-SECTIONS
# -------
#
#  1. First line contains
#     - Type: sigma (total X-sec) or dsigma (differential X-sec).
#     - Units allowed: 
#         i) if total X-section (Type=sigma): mb or cm2
#        ii) if differential X-section (Type=dsigma): mb/GeV or cm2/GeV (must be per Etot)
#     - Targets names: comma-separated list of element targets
#  
#  2. Second line contains energy grid definitions for which the X-sec are provided:
#     - EknMIN: minimal energy considered [GeV/n]
#     - EknMAX: maximum energy considered [GeV/n]
#     - nEkn: number of energy bins
#    N.B.1: Energy points are on a log-step grid (step = EknMAX/EknMIN^{1/(nEkn-1)}),
#           so that Ekn(bin) = EknMIN*step^bin. Hence, providing EknMIN, EknMIN,
#           and nEkn fully defines energy points for which we provide the X-sec below.
#    N.B.2: for differential X-sec (Type=dsigma), an energy grid for fragments must
#           also be provided, along with the order on which we loop on energies. 
#           The nEkn(proj)*nEkn(frag) X-sec can be ordered differently:
#     - Repeated loop value:
#         - Ekn(frag) kept constant and loop on Ekn(proj) => Loop = 1
#         - Ekn(proj) kept constant and loop on Ekn(frag) => Loop = 2
#
#  3. Group of lines/columns for a given reaction
#     - Reaction and isotopes involved (Targets names not repeated here)
#     - X-sec values for the reaction:
#         (i) As many columns as the number of targets
#              if Targets=H,He => first column is X-sec H, second column on He
#         (ii) As many lines as the number of energies
#              => nEkn(proj) for total X-sec, nEkn(proj)*nEkn(frag) for diff. X-sec
##########################################################################

#  Type  Unit     Targets
dsigma   mb/GeV   H,He

# EknMIN[GeV/n]   EknMAX[GeV/n]   nEk  (PROJECTILE GRID)
5.629632e+00      1.000000e+04    301

# EknMIN[GeV/n]   EknMAX[GeV/n]   nEkn  (FRAGMENT GRID)
1.000000e-01      1.000000e+02    151

# Repeated loop
1

1H -> 1H-bar
3.319470e-04 7.277850e-02
3.326605e-04 7.277850e-02
3.333221e-04 7.277850e-02
3.339729e-04 7.277850e-02
3.346171e-04 7.277850e-02
3.352465e-04 7.277850e-02
3.358612e-04 7.277850e-02
3.364619e-04 7.277850e-02
3.370485e-04 7.277850e-02
3.376215e-04 7.277850e-02
3.381812e-04 7.277850e-02
3.387279e-04 7.277850e-02
3.392618e-04 7.277850e-02
3.397832e-04 7.277850e-02
3.402925e-04 7.277850e-02
3.407898e-04 7.277850e-02
3.412755e-04 7.277850e-02
3.417498e-04 7.277850e-02
3.422129e-04 7.277850e-02
3.426651e-04 7.277850e-02
3.431067e-04 7.277850e-02
3.435378e-04 7.277850e-02
3.439588e-04 7.277850e-02
3.443698e-04 7.277850e-02
3.447711e-04 7.277850e-02
3.451628e-04 7.277850e-02
3.455453e-04 7.277850e-02
3.459187e-04 7.277850e-02
3.462833e-04 7.277850e-02
3.466392e-04 7.277850e-02
3.469866e-04 7.277850e-02
3.473257e-04 7.277850e-02
3.476568e-04 7.277850e-02
3.479799e-04 7.277850e-02
3.482954e-04 7.277850e-02
3.486033e-04 7.277850e-02
3.489038e-04 7.277850e-02
3.491971e-04 7.277850e-02
3.494835e-04 7.277850e-02
3.497629e-04 7.277850e-02
3.500357e-04 7.277850e-02
3.503019e-04 7.277850e-02
3.505617e-04 7.277850e-02
3.508153e-04 7.277850e-02
3.510627e-04 7.277850e-02
3.513043e-04 7.277850e-02
3.515400e-04 7.277850e-02
3.517700e-04 7.277850e-02
3.519945e-04 7.277850e-02
3.522136e-04 7.277850e-02
3.524350e-04 7.277850e-02
3.526392e-04 7.277850e-02
3.528396e-04 7.277850e-02
3.530381e-04 7.277850e-02
3.532319e-04 7.277850e-02
3.534209e-04 7.277850e-02
3.536055e-04 7.277850e-02
3.537855e-04 7.277850e-02
3.539612e-04 7.277850e-02
3.541327e-04 7.277850e-02
3.542999e-04 7.277850e-02
3.544631e-04 7.277850e-02
3.546224e-04 7.277850e-02
3.547778e-04 7.277850e-02
3.549295e-04 7.277850e-02
3.550774e-04 7.277850e-02
3.552217e-04 7.277850e-02
3.553626e-04 7.277850e-02
3.555000e-04 7.277850e-02
3.556341e-04 7.277850e-02
3.557649e-04 7.277850e-02
3.558926e-04 7.277850e-02
3.560171e-04 7.277850e-02
3.561386e-04 7.277850e-02
3.562572e-04 7.277850e-02
3.563729e-04 7.277850e-02
3.564857e-04 7.277850e-02
3.565958e-04 7.277850e-02
3.567032e-04 7.277850e-02
3.568080e-04 7.277850e-02
3.569102e-04 7.277850e-02
3.570100e-04 7.277850e-02
3.571073e-04 7.277850e-02
3.572022e-04 7.277850e-02
3.572948e-04 7.277850e-02
3.573851e-04 7.277850e-02
3.574733e-04 7.277850e-02
3.575593e-04 7.277850e-02
3.576432e-04 7.277850e-02
3.577251e-04 7.277850e-02
3.578049e-04 7.277850e-02
3.578828e-04 7.277850e-02
3.579588e-04 7.277850e-02
3.580329e-04 7.277850e-02
3.581052e-04 7.277850e-02
3.581758e-04 7.277850e-02
3.582446e-04 7.277850e-02
3.583117e-04 7.277850e-02
3.583796e-04 7.277850e-02
3.584422e-04 7.277850e-02
3.585032e-04 7.277850e-02
0.000000e+00 0.000000e+00
0.000000e+00 0.000000e+00
0.000000e+00 0.000000e+00
0.000000e+00 0.000000e+00
0.000000e+00 0.000000e+00
0.000000e+00 0.000000e+00
0.000000e+00 0.000000e+00
0.000000e+00 0.000000e+00
0.000000e+00 0.000000e+00
0.000000e+00 0.000000e+00
0.000000e+00 0.000000e+00
0.000000e+00 0.000000e+00
0.000000e+00 3.267119e-04
0.000000e+00 7.488500e-04
0.000000e+00 1.177948e-03
0.000000e+00 1.610190e-03
0.000000e+00 2.045433e-03
0.000000e+00 2.483534e-03
0.000000e+00 2.924343e-03
0.000000e+00 3.367708e-03
8.120110e-20 3.813488e-03
1.212682e-18 4.263885e-03
3.577981e-13 4.711844e-03
3.292722e-11 5.164105e-03
4.794130e-10 5.618196e-03
3.059500e-09 6.074000e-03
1.229852e-08 6.531414e-03
3.688606e-08 6.990381e-03
9.053796e-08 7.450814e-03
1.923431e-07 7.912671e-03
3.667991e-07 8.375934e-03
6.437319e-07 8.840665e-03
1.058119e-06 9.306989e-03
1.649642e-06 9.774961e-03
2.461682e-06 1.024474e-02
3.539547e-06 1.071659e-02
4.927817e-06 1.119088e-02
6.666993e-06 1.166797e-02
8.789743e-06 1.214840e-02
1.131720e-05 1.263265e-02
1.431796e-05 1.313070e-02
1.761668e-05 1.361633e-02
2.133674e-05 1.411760e-02
2.537540e-05 1.462663e-02
2.966871e-05 1.514489e-02
3.413972e-05 1.567392e-02
3.870203e-05 1.621554e-02
4.326376e-05 1.677195e-02
4.773179e-05 1.734556e-02
5.201585e-05 1.793904e-02
5.603244e-05 1.855558e-02
5.970801e-05 1.785706e-02
6.298169e-05 1.773627e-02
6.580717e-05 1.836162e-02
6.815383e-05 1.899736e-02
7.000711e-05 1.964333e-02
7.136820e-05 2.029954e-02
7.225307e-05 2.096586e-02
7.269099e-05 2.164209e-02
7.272275e-05 2.232808e-02
7.239843e-05 2.302368e-02
7.177518e-05 2.372869e-02
7.091489e-05 2.444283e-02
6.988194e-05 2.516587e-02
6.874110e-05 2.589742e-02
6.755562e-05 2.663715e-02
6.638561e-05 2.738468e-02
6.528670e-05 2.813964e-02
6.430899e-05 2.890150e-02
6.349634e-05 2.966980e-02
6.288592e-05 3.044394e-02
6.250801e-05 3.122329e-02
6.238609e-05 3.200725e-02
6.253706e-05 3.279507e-02
6.297167e-05 3.358601e-02
6.369505e-05 3.437926e-02
6.470733e-05 3.517394e-02
6.600431e-05 3.596921e-02
6.757813e-05 3.676402e-02
6.941796e-05 3.755736e-02
7.151064e-05 3.834817e-02
7.384133e-05 3.913530e-02
7.639398e-05 3.991762e-02
7.915190e-05 4.069392e-02
8.209810e-05 4.146291e-02
8.521572e-05 4.222336e-02
8.848823e-05 4.297397e-02
9.189972e-05 4.371341e-02
9.543500e-05 4.444038e-02
9.907976e-05 4.515362e-02
1.028206e-04 4.585185e-02
1.066453e-04 4.653389e-02
1.105421e-04 4.719864e-02
1.145008e-04 4.784519e-02
1.185117e-04 4.847265e-02
1.225660e-04 4.908042e-02
1.266559e-04 4.966809e-02
1.307741e-04 5.023564e-02
1.349141e-04 5.078333e-02
1.390700e-04 5.131184e-02
1.432363e-04 5.182253e-02
1.474083e-04 5.231738e-02
1.515814e-04 5.279905e-02
1.557515e-04 5.327108e-02
1.599150e-04 5.373803e-02
1.640683e-04 5.420589e-02
1.682082e-04 5.468187e-02
1.723319e-04 5.517488e-02
1.764366e-04 5.569579e-02
1.805197e-04 5.625773e-02
1.845791e-04 5.687634e-02
1.886125e-04 5.757023e-02
1.926177e-04 5.836136e-02
1.965930e-04 5.927565e-02
2.005366e-04 6.034344e-02
2.044468e-04 6.279427e-02
2.083221e-04 6.483885e-02
2.121610e-04 6.521305e-02
2.159624e-04 6.559671e-02
2.197249e-04 6.599006e-02
2.234475e-04 6.639334e-02
2.271292e-04 6.680679e-02
2.307689e-04 6.723067e-02
2.343658e-04 6.766526e-02
2.379192e-04 6.811084e-02
2.414285e-04 6.856766e-02
2.448929e-04 6.903601e-02
2.483119e-04 6.951619e-02
2.516851e-04 7.000850e-02
2.550120e-04 7.051322e-02
2.582923e-04 7.103072e-02
2.615257e-04 7.156126e-02
2.647120e-04 7.210518e-02
2.678510e-04 7.264056e-02
2.709426e-04 7.277635e-02
2.739867e-04 7.277635e-02
2.769834e-04 7.277635e-02
2.799324e-04 7.277635e-02
2.828342e-04 7.277635e-02
2.856887e-04 7.277635e-02
2.884959e-04 7.277635e-02
2.912561e-04 7.277635e-02
2.939697e-04 7.277635e-02
2.966366e-04 7.277635e-02
2.992573e-04 7.277635e-02
3.018320e-04 7.277635e-02
3.043611e-04 7.277635e-02
3.069382e-04 7.277635e-02
3.093354e-04 7.277635e-02
3.116893e-04 7.277635e-02
3.140282e-04 7.277635e-02
3.163342e-04 7.277635e-02
3.185970e-04 7.277635e-02
3.208170e-04 7.277635e-02
3.229948e-04 7.277635e-02
3.251308e-04 7.277635e-02
3.272256e-04 7.277635e-02
3.292796e-04 7.277635e-02
3.312934e-04 7.277635e-02
3.332675e-04 7.277635e-02
3.352023e-04 7.277635e-02
3.370985e-04 7.277635e-02
3.389567e-04 7.277635e-02
3.407774e-04 7.277635e-02
3.425610e-04 7.277635e-02
3.443081e-04 7.277635e-02
3.460195e-04 7.277635e-02
3.476955e-04 7.277635e-02
3.493367e-04 7.277635e-02
3.509438e-04 7.277635e-02
3.525172e-04 7.277635e-02
3.540575e-04 7.277635e-02
3.555653e-04 7.277635e-02
3.570411e-04 7.277635e-02
3.584855e-04 7.277635e-02
3.598990e-04 7.277635e-02
3.612822e-04 7.277635e-02
3.626356e-04 7.277635e-02
3.639597e-04 7.277635e-02
3.652551e-04 7.277635e-02
3.665223e-04 7.415303e-02
3.677618e-04 7.524745e-02
3.689741e-04 7.524745e-02
3.701598e-04 7.524745e-02
3.713193e-04 7.524745e-02
3.724533e-04 7.524745e-02
3.735620e-04 7.524745e-02
3.746461e-04 7.524745e-02
3.757061e-04 7.524745e-02
3.767423e-04 7.524745e-02
3.777553e-04 7.524745e-02
3.787455e-04 7.524745e-02
3.797135e-04 7.524745e-02
3.806596e-04 7.524745e-02
3.815842e-04 7.524745e-02
3.824879e-04 7.524745e-02
3.833711e-04 7.524745e-02
3.842342e-04 7.524745e-02
3.850776e-04 7.524745e-02
3.859016e-04 7.524745e-02
3.867068e-04 7.524745e-02
3.875191e-04 7.524745e-02
3.882721e-04 7.524745e-02
3.890130e-04 7.524745e-02
3.897462e-04 7.524745e-02
3.904625e-04 7.524745e-02
3.911622e-04 7.524745e-02
3.918458e-04 7.524745e-02
3.925134e-04 7.524745e-02
3.931655e-04 7.524745e-02
3.938024e-04 7.524745e-02
3.944245e-04 7.524745e-02
3.950320e-04 7.524745e-02
3.956254e-04 7.524745e-02
3.962048e-04 7.524745e-02
3.967707e-04 7.524745e-02
3.973233e-04 7.524745e-02
3.978629e-04 7.524745e-02
3.983897e-04 7.524745e-02
3.989042e-04 7.524745e-02
3.994065e-04 7.524745e-02
3.998970e-04 7.524745e-02
4.003759e-04 7.524745e-02
4.008434e-04 7.524745e-02
4.012999e-04 7.524745e-02
4.017456e-04 7.524745e-02
4.021807e-04 7.524745e-02
4.026054e-04 7.524745e-02
4.030201e-04 7.524745e-02
4.034248e-04 7.524745e-02
4.038200e-04 7.524745e-02
4.042057e-04 7.524745e-02
4.045822e-04 7.524745e-02
4.049497e-04 7.524745e-02
4.053085e-04 7.524745e-02
4.056586e-04 7.524745e-02
4.060004e-04 7.524745e-02
4.063340e-04 7.524745e-02
4.066596e-04 7.524745e-02
4.069774e-04 7.524745e-02
4.072876e-04 7.524745e-02
4.075903e-04 7.524745e-02
4.078858e-04 7.524745e-02
4.081742e-04 7.524745e-02
4.084555e-04 7.524745e-02
4.087302e-04 7.524745e-02
